Control_Count,Date_Replied,Status,Unique_identifier,Likely_to_recommend_Online_Site_MY_SITE,Purchased_from_Site_A,Purchased_from_Site_B,Purchased_from_Site_C,Purchased_from_Site_D,Purchased_from_Site_E,Purchased_from_Site_F,Purchased_from_Site_G,Purchased_from_Site_H,Purchased_from_Site_I,Purchased_from_Site_J,Purchased_from_Site_K,Purchased_from_Site_L,Purchased_from_Site_M,Purchased_from_Site_N,Purchased_from_Site_O,Purchased_from_Site_P,Purchased_from_Site_Q,Purchased_from_Site_R,Purchased_from_Site_S,Purchased_from_Site_T,Purchased_from_Site_U,Purchased_from_Site_V,Purchased_from_Site_W,Purchased_from_Site_X,Purchased_from_Site_Y,Purchased_from_MY_SITE_only,No_of_Online_Sites_used,MYSITE_Rank,Sales_reps_Responsiveness,Sales_reps_ease_of_making_contact,Sales_reps_general_attitude,Sales_reps_quotation,Sales_reps_relationship,Sales_reps_overall_satisfaction,Customer_service_Responsiveness,Customer_service_Ease_of_making_contact,Customer_service_general_attitude,Customer_service_Knowledge_of_business,Customer_service_issue_resolution,Customer_service_keeping_customers_informed,Customer_service_Overall_satisfaction,Delivery_on_time_schedules,Delivery_on_time_coverage,Delivery_on_time_keeping_customers_informed,Delivery_on_time_accuracy_transit_time,Delivery_on_time_availability_of_products,Delivery_on_time_speed,Delivery_on_time_Overall_satisfaction,Ease_of_business_booking,Ease_of_business_documentation,Ease_of_business_invoicing,Ease_of_business_online_system,Ease_of_business_overall_satisfaction,Improving_business_opps_knowledge_of_business,Improving_business_opps_understanding_of_needs,Improving_business_opps_demonstrating_opps,Improving_business_opps_specific_offers,Improving_business_opps_overall_satisfaction,Overall_Satisfaction_taking_everything_into_account,Proportion_of_purchase_made_with_MY_SITE,Future_proportion_of_purchase_made_at_MY_SITE
,42193,COMPLETE_Partial,1451116023881,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,10,10,99,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,,,
,42193,COMPLETED,1511116032109,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1811116010971,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1461116032059,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1471116025771,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1961116001372,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,2,8,8,5,6,7,5,4,5,7,6,6,7,99,6,,,
,42193,COMPLETE_Partial,1441116012747,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1361116031462,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1511116015258,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1611116029903,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,1,0,6,1,0,2,0,4,7,8,1,7,8,5,7,7,8,2,5,5,,,,,,,,
,42193,COMPLETE_Partial,1391116033366,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,9,8,8,8,8,9,9,9,9,10,10,10,,Increase
,42193,COMPLETE_Partial,1501116029720,3,,1,,,1,,,,1,,,1,,1,1,,,,,,,,,,,,7,3,99,99,99,99,99,99,3,3,3,3,3,3,3,5,3,3,3,3,5,3,5,2,5,2,3,99,99,99,99,99,4,26% to 50%,Stay the same
,42193,COMPLETED,1561116015871,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42207,COMPLETE_Partial,1931116013240,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1241116017804,7,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,24,15,99,99,99,99,99,99,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,99,,7,99,99,99,99,99,99,7,Don’t know,Don’t know
,42193,COMPLETE_Partial,1351116037296,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1891116003140,1,1,1,,,,1,1,,1,,,,,,1,,,,,,,,,,,,,,3,2,5,8,3,3,0,0,0,0,0,0,0,6,8,0,8,8,0,5,0,0,0,0,0,0,0,0,6,1,1,,
,42193,COMPLETE_Partial,1041116038954,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,10,6,9,5,3,9,5,1,5,1,99,99,99,99,99,,,
,42193,COMPLETE_Partial,1741116039034,8,1,1,1,1,1,1,1,,1,,,,,,1,,,,1,,1,,,,,,13,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,8,8,Don’t know,Don’t know
,42193,COMPLETE_Partial,1621116036852,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1721116009593,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1051116030842,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,10,0,10,10,3,10,10,10,0,0,4,0,0,0,0,0,0,,,
,42193,COMPLETED,1071116033860,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1751116011530,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,2,5,4,2,3,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,
,42201,COMPLETE_Partial,1571116038974,7,,,,,,1,,1,,1,1,,,1,,1,1,,,,,1,1,,,,10,7,9,9,9,99,9,9,10,10,10,9,6,99,9,99,99,99,99,99,99,99,99,7,7,7,7,99,99,99,99,99,7,Don’t know,Don’t know
,42193,COMPLETED,1291116013129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1521116011050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
,42193,COMPLETE_Partial,1751116015270,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10,99,9,10,10,10,10,10,9,10,10,,,,,,,,,,,,,9,9,9,9,9,,,
,42193,COMPLETE_Partial,1451116029015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,6,5,4,3,5,4,5,4,5,5,4,5,8,8,5,8,5,5,,5,5,5,7,,Don’t know
,42193,COMPLETE_Partial,1521116028061,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,7,10,7,7,10,10,10,7,9,10,10,10,7,7,,,
,42193,COMPLETE_Partial,1621116004576,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,6,6,6,6,6,6,6,,,,,,,,,,,,,6,6,5,7,6,,,
,42193,COMPLETE_Partial,1191116038573,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42208,COMPLETE_Partial,1061116021703,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1231116012441,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
,42193,COMPLETE_Partial,1911116033068,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,42193,COMPLETED,1381116017843,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1061116018325,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1491116009085,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,9,6,7,7,8,7,6,7,5,7,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1141116018919,8,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,5,4,9,7,9,9,9,9,8,8,9,10,8,7,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,,9,Prefer not to say,Increase
,42207,COMPLETE_Partial,1571116008691,10,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,,,,,20,9,10,8,10,99,7,10,9,6,7,9,9,99,10,99,99,99,99,99,99,99,,,,,10,10,7,7,7,,10,51% to 75%,Don’t know
,42193,COMPLETED,1971116010885,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1921116008959,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1151116027302,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1851116004505,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,4,5,5,1,0,1,1,0,0,0,10,10,10,10,10,10,10,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1161116022195,7,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,7,2,7,7,9,7,7,8,7,7,8,8,7,5,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,Prefer not to say,Stay the same
,42193,COMPLETE_Partial,1061116036481,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1351116008468,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,7,10,,,,,,,,
,42193,COMPLETE_Partial,1511116023560,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,,,,,,,,
,42193,COMPLETED,1651116025039,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1891116034488,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1521116033296,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,,,,,,10,,9,10,9,9,9,10,10,10,10,10,10,,
,42194,COMPLETE_Partial,1871116004875,10,1,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,6,6,99,99,99,99,99,99,9,99,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,Prefer not to say,Prefer not to say
,42193,COMPLETE_Partial,1581116039287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1351116027688,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,99,99,99,99,,,,,,,,,,,,,,,99,8,7,8,8,99,99,99,99,99,,,
,42193,COMPLETE_Partial,1151116033163,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,3,3,3,5,4,5,5,6,5,2,5,7,7,7,7,3,3,3,3,3,3,,,
,42193,COMPLETED,1201116007728,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1461116018655,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1061116005621,10,,1,1,,1,,1,,1,,,1,,,,1,,,,,,,,,,,8,1,8,8,3,8,5,,8,8,5,7,99,7,,8,10,8,10,,8,,7,10,8,10,,8,7,7,8,,9,1% to 5%,Increase
,42193,COMPLETED,1621116017265,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1341116002680,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,8,6,7,6,7,,,
,42193,COMPLETE_Partial,1441116037775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,7,7,6,6,7,7,6,6,6,6,6,6,5,6,7,7,7,1,5,,,,,,,,
,42193,COMPLETED,1431116029924,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1631116030622,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1051116021393,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,10,,,,,,,,
,42193,COMPLETE_Partial,1921116023564,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10,8,10,10,10,10,10,10,10,10,10,8,10,10,10,8,10,10,9,9,6,8,9,10,10,10,10,10,,,
,42193,COMPLETE_Partial,1381116037679,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,4,2,1,3,3,1,2,2,,,,,,,,,,,,,5,4,5,3,4,,,
,42193,COMPLETE_Partial,1021116021266,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1281116012005,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1571116011438,10,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1% to 5%,Stay the same
,42201,COMPLETE_Partial,1851116001395,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1511116029025,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1411116030647,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,6,6,4,6,6,5,6,6,6,5,8,6,6,8,6,6,6,6,6,6,6,7,6,6,4,4,4,4,6,6,Prefer not to say,Prefer not to say
,42193,COMPLETE_Partial,1271116037729,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,0,7,3,3,6,0,5,5,5,5,5,5,5,5,6,6,0,4,3,3,3,3,3,4,,
,42193,COMPLETE_Partial,1111116005232,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1061116011271,4,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,5,4,0,1,4,0,1,1,1,1,7,1,1,7,2,8,10,8,8,5,1,4,8,7,2,6,6,3,1,1,8,3,3,6% to 15%,Stay the same
,42193,COMPLETE_Partial,1631116017104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1921116009345,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1361116004527,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,2001116028007,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1441116017022,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,5,7,,,
,42193,COMPLETE_Partial,1861116011580,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,0,3,2,5,6,5,2,2,2,3,99,4,0,6,2,0,0,0,0,0,,,
,42193,COMPLETED,1411116025227,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1101116038265,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1741116014697,7,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,9,9,9,8,8,8,8,8,8,7,8,8,8,8,8,8,8,9,8,7,8,8,5,0,7,8,8,8,8,8,8,,
,42212,COMPLETE_Partial,1371116011809,10,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,,,,19,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,76% to 99%,Increase
,42193,COMPLETE_Partial,1131116034333,9,1,1,,1,,1,1,,1,,,,,,1,1,,,,,,,,1,,,11,1,9,9,9,7,8,9,10,10,10,9,10,9,9,10,10,9,10,9,10,9,10,10,9,10,,9,9,9,9,9,9,Prefer not to say,Increase
,42193,COMPLETE_Partial,1921116007250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1011116023460,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,7,7,6,6,7,7,6,5,6,5,7,4,4,6,5,5,7,6,6,7,6,,,,,,,,
,42201,COMPLETE_Partial,1731116031811,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,5,10,10,10,10,10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,,Increase
,42193,COMPLETE_Partial,1021116006538,8,1,,1,,1,1,,1,,,1,,,,,1,,1,,,,1,1,,,,11,5,99,99,99,99,99,99,8,8,9,8,8,6,9,6,6,4,7,6,7,7,99,8,8,4,8,99,99,99,99,99,8,1% to 5%,Prefer not to say
,42193,COMPLETE_Partial,1761116009092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,5,3,,,,,,,,
,42193,COMPLETE_Partial,1401116025125,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,8,9,8,8,8,9,8,8,8,8,8,8,8,8,9,9,8,,,,,,,,
,42193,COMPLETE_Partial,1881116010385,8,,,1,1,,1,1,,1,,,,,,1,1,,,,,,,,,,,8,2,99,1,99,1,99,99,7,99,9,9,8,1,7,99,99,2,8,99,8,9,99,8,6,1,1,99,99,99,99,99,8,51% to 75%,Increase
,42193,COMPLETE_Partial,1651116039140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,8,7,6,8,8,8,8,8,,,
,42193,COMPLETE_Partial,1081116025705,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1001116030777,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,5,7,,,
,42194,COMPLETE_Partial,1829816003772,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1141116006011,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1001116034469,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1341116001536,10,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,4,1,10,10,10,10,10,10,9,10,10,10,8,99,10,10,10,10,10,6,9,9,10,10,10,10,10,10,10,10,10,10,9,51% to 75%,Increase
,42193,COMPLETE_Partial,1161116021067,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,4,6,99,7,,,,,,,,,,,,,,,,,,,,
,42194,COMPLETE_Partial,1691116035783,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1991116026641,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1661116035262,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1171116013382,8,,1,1,,,,1,1,1,,,,,,1,,1,,1,,,,,,,,9,7,6,,6,6,6,6,8,8,10,8,10,6,9,7,9,6,8,5,6,8,99,8,7,7,8,6,6,6,6,6,7,1% to 5%,Increase
,42193,COMPLETED,1911116021306,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1221116019957,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,,,,
,42193,COMPLETE_Partial,1491116005200,7,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,99,99,99,99,99,99,1,1,0,1,0,99,1,8,8,0,8,8,8,6,99,7,7,99,7,99,99,99,99,99,5,,
,42193,COMPLETE_Partial,1801116029934,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,4,1,5,4,5,3,4,,,
,42193,COMPLETED,1591116038783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETED,1611116018712,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1431116011033,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1791116006610,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,99,6,5,9,5,5,99,,4,,5,,,,,,,,
,42193,COMPLETE_Partial,1541116010440,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,,,,,,,,,,,,,,,99,8,99,8,8,99,99,99,99,99,,,
,42193,COMPLETE_Partial,1601116013944,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,99,0,0,,,,,,,,,,,,,,,99,99,0,7,2,99,99,99,0,99,,,
,42193,COMPLETE_Partial,1471116032222,10,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,7,7,7,7,7,7,8,9,9,9,9,8,9,8,9,5,9,10,5,10,9,9,9,99,9,8,8,8,8,8,9,Prefer not to say,Increase
,42193,COMPLETED,1121116022519,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1651116036296,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,7,7,8,,,,,,,,9,8,8,9,8,8,8,8,8,8,,,
,42193,COMPLETE_Partial,1961116005285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1741116028230,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1001116038574,8,,1,,,,,1,1,1,1,,,,,,1,,,,,,1,,,,,8,5,8,9,10,8,9,9,7,9,10,99,8,5,9,10,10,6,9,8,9,9,99,99,99,99,9,7,7,6,8,7,8,Prefer not to say,Increase
,42193,COMPLETED,1141116015212,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42205,COMPLETE_Partial,1701116013224,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,,,
,42193,COMPLETED,1881116021273,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42201,COMPLETE_Partial,1231116003175,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,4,6,4,4,1,1,1,2,1,99,99,99,99,99,,,
,42193,COMPLETE_Partial,1751116015967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,1,2,2,,,,,,,,,,,,,,,8,3,5,3,0,7,6,6,3,4,,,
,42193,COMPLETED,1601116024365,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1891116006789,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,2,1,1,1,5,1,,5,7,7,7,7,1,3,8,8,8,4,8,6,7,7,7,7,7,7,3,3,3,3,3,6,1% to 5%,Prefer not to say
,42193,COMPLETE_Partial,1341116020355,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42193,COMPLETE_Partial,1481116020080,4,1,1,1,,,,1,,1,,,,,1,1,,1,,1,,,,,,,,10,5,1,1,1,99,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,99,99,99,9,6,99,99,99,99,99,1,51% to 75%,Decrease
,42193,COMPLETE_Partial,1851116011803,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,3,,99,5,5,99,4,99,1,0,99,99,99,0,,6,6,8,6,6,5,5,,0,5,4,3,5,4,5,5,5,2,51% to 75%,Increase
,42207,COMPLETE_Partial,1871116009776,6,1,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,6,2,10,10,10,99,10,10,8,2,10,8,8,7,8,3,99,7,3,5,5,5,4,99,99,4,4,9,8,8,9,9,7,51% to 75%,Don’t know
